nome_fantasia,data_inicio_atividades,cnae_fiscal,cep,municipio,porte
JB FERRAGEM,20040122,4744005,44002128,3515,1
JB IRRIGACAO,19911106,4744001,47520000,3565,3
JB TRANSPORTES,20070710,4921301,46760000,3543,3
JB.SERRALHEIRIA,19980420,4744001,42713310,3685,1
JC,20110111,4781400,44720000,3725,1
JC - TRANSPORTES,20041214,4921301,45040970,3965,1
JC COISAS MIL,20101203,3212400,42830178,3413,1
JC COMUNICACAO VISUAL,20140519,7319003,43700000,3913,1
JC CONSULTORIA,20060223,7020400,45990758,3993,1
JC DIESEL ELETRONICA,20060427,4530703,44024066,3515,1
JC DISTRIBUICAO,20090731,4693100,45007050,3965,5
JC DISTRIBUIDORA DE CIMENTO,19901019,4744005,47801250,3363,1
JC ELETRODIESEL,20120316,4520001,41290010,3849,1
JC MOTOS,20060523,4541206,48405000,3261,1
JC VARIEDADES,20101119,4755502,47650000,3485,1
JCC EMPREENDIMENTOS IMOBILIARIOS,20080402,4120400,42700130,3685,1
JCF SERVICE,20060109,4292802,40725610,3849,1
JCMS BORRACHARIA BICICLO,19990210,4763603,42833000,3413,1
JCS INSTALACOES,20120524,9512600,41214320,3849,1
JCS TRANSPORTES,20050809,4930202,44790000,3419,3
JD CONSULTORIA,20091207,7490103,47850000,1112,1
JD VEICULOS,19981125,4512902,46430000,3533,1
JDS AUTO PECAS,20050330,4530703,48903680,3669,3
JE MONTAGENS,20100414,2631100,44036336,3515,1
JEAN DESIGNER,20100219,1821100,44444488,3873,1
JEAN MOTO PECAS,19871216,4530703,45580000,3559,5
JEITO ATUAL,20020527,4782202,44002175,3515,1
JEITO INOCENTE,20010726,4782201,45290000,3545,1
JEL COMERCIO E REPRESENTACOES,19980724,4754701,46130000,3339,5
JENISON BARROS,20081110,4637199,47850000,1112,1
JENNIFER MOTOS,20110128,4541206,43700000,3913,1
JEOVA GIRE MATERIAIS DE CONSTRUCAO & FERRAGENS,20000512,4744099,43700000,3913,1
JEOVANE TRANSPORTE ESCOLAR,20090324,4924800,45115000,3965,1
JEQUIE COMUNICACAO VISUAL E MARKETING,20050216,3299003,45204040,3661,1
JEQUIE PLACAS,19980721,4789099,45201331,3661,1
JEREMIAS MOVEIS,19980811,4754701,44245000,3469,1
JERIMUM,20030612,4729699,48280000,3721,1
JES PLACAS,20020222,3299003,48730000,3467,1
JESSICA BABY,19971117,4781400,42800075,3413,1
JESUS E O VERBO,19990510,9491000,40210340,3849,5
JET BRASIL,19841220,133401,45661000,3573,1
JF,20070912,7711000,48890000,3959,1
JF CONTABILIDADE PUBLICA LTDA,20090304,6920601,47650000,3485,1
JF INTERFONES,19970825,4221905,41194115,3849,1
JF PARTICIPACOES,20090708,6810202,40110170,3849,5
JF SAT MAGAZINE,20060919,4754701,44640000,3827,3
JF SOLUCOES TRIBUTARIAS,20020607,6920602,45435000,3647,1
JF SUCATAS,20110519,4687703,45450000,3523,1
JFA - CIRURGIA & INPLANTES,20101124,8630501,48455000,3015,1
JFA REPRESENTACOES DE FERTILIZANTES,20071108,4612500,45065405,3965,1
JFDIAS REFRIGERACAO,20100915,4789004,40310610,3849,1
JFMAGAZINE,20081028,4763601,45230000,3603,1
JG AUTO PECAS E SERVICOS,20040622,4530703,48725000,3567,1
JG COMERCIAL DE ALIMENTOS,20001026,4729699,45820300,3117,1
JG CONSTRUTORA,20110822,4781400,45028746,3965,1
JGM TRANSPORTES,20100519,4930201,41320100,3849,1
JGMEL,19901016,1122499,44380000,3495,1
JH BIO COM. REPRESENTACOES,20100609,4754702,45570000,3579,1
JH SERVICOS,20110609,4530703,48930000,3497,1
JHI - COMERCIO DE FRUTAS E TRANSPORTES,20081201,4724500,45848000,3279,1
JHS PERFIS,20070621,4744001,43815310,3429,1
JIANG IMPORTS,20110923,4763601,45200350,3661,1
JIGOBAR RESTAURANTE,20051229,5611201,41310270,3849,1
JIMENEZ BAHIA FABRICACAO DE PRE-MOLDADOS,20120518,2330301,43700000,3913,3
JINNY MODAS,20070508,4781400,41235005,3849,1
JITAUNA PREFEITURA GABINETE DO PREFEITO,19741231,8411600,45225000,3667,5
JJ FOTOGRAFIAS,20030722,4789008,45980000,3811,1
JJ MINI MERCADO,20110531,4712100,47700000,3865,1
JK DISTRIBUICAO E EMPREENDIMENTOS,20110121,4691500,45700000,3629,1
JK MADEIRAS,20030306,4744005,47850000,1112,1
JK PECAS E ACESSORIOS,19850924,4530703,45260000,3803,1
JKS COSMETICOS,20120118,4772500,48010000,3313,1
JL CONTABILIDADE & CONSULTORIA,20091221,6920601,47100000,3353,1
JL LIGAMASSA,20071026,4744099,45836000,3613,1
JL MATERIAL ELETRICO E CONSTRUCAO,20000313,4742300,43700000,3913,1
JL MECANICA PESADA,20050114,3314708,42803560,3413,1
JL MOVEIS,20101025,4754701,47800358,3363,1
JL TRANSPORTES,20081009,4929901,45040970,3965,1
JL. SERVICOS DE INSTALACOES ELETRICAS,20110913,4321500,40285040,3849,1
JLC SERVICOS,20101122,4321500,44077100,3515,1
JLF TRANSPORTES,20050726,4930202,45836000,3613,1
JLM,20051017,8610102,41820770,3849,1
JLP MANUTENCAO ELETRICA,20110701,4321500,45675000,3347,1
JLR PRODUCOES ARTISTICAS,19920619,9001906,40010030,3849,1
JLV PECAS E SERVICOS,20080610,4530703,41270000,3849,1
JM CONTABILIDADE E ASSESSORIA DE EMPRESAS,20040503,6920601,40280000,3849,3
JM EMPREENDIMENTOS AGROPECUARIOS,20110803,112199,45820006,3117,5
JM MERCEARIA E LANCHONETE,20140610,4712100,45445000,3415,1
JM SEGUROS,20070806,6622300,45000520,3965,1
JM SERVICOS JURIDICOS E PREVIDEMNCIARIOS,20120124,8599604,48930000,3497,1
JM VEICULOS,20070822,4511102,48970000,3901,1
JMF CONTABILIDADE,20081218,6920601,40010020,3849,1
JMF REPRESENTACOES LTDA,20000424,8299799,43700000,3913,3
JMFS LOCACOES CONSTRUCOES E TRANSPORTES,20051208,4313400,48565000,3043,3
JMR AUTO PECAS,20050916,4530703,47806096,3363,3
JMR COMERCIO DE BIJUTERIAS,20090925,4789001,41280156,3849,1
JMS COMERCIO E SERVICOS,19970718,4120400,43700000,3913,1
JN CONSTRUCOES,20101206,4399103,46430000,3533,1
JN CONSTRUTORA,20090323,4744099,47680000,3461,1
JN ELETRO HIDRAULICA,20000731,3314715,48990000,3255,1
JN PATRIMONIAL,20140605,6822600,41820021,3849,1
JN REPRESENTACOES,20080729,4530706,40280901,3849,1
JN TRANSPORTES,20050720,4930201,45836000,3613,1
JNA SPORTS,20060804,4543900,41205000,3849,3
JNET,20070820,9511800,48730000,3467,1
JNET TECNOLOGIA,20101111,6190601,47850000,1112,1
JNR EMPREENDIMENTOS,20120404,6810202,46430000,3533,1
JO CONSTRUCAO E MANUTENCAO,20100927,4299501,40470630,3849,1
JO DEPOSITO DE BEBIDAS,20110923,4723700,40243520,3849,1
JO MOVEIS,20040607,4754701,48730000,3467,1
JOAFRA,20001226,4921301,48908000,3669,5
JOANA - MERCADINHO E VARIEDADES,20051101,4712100,48460000,3759,1
JOANY'S CONFECCOES,19940201,4781400,45630000,3611,1
JOAO ALMEIDA MASCARENHAS ARMAZEM,19771123,8888888,46880000,3595,5
JOAO DE NESTOR DA VERDURA,20030915,4724500,44002528,3515,1
JOAO MONTEIRO ADVOGADOS ASSOCIADOS,20071015,6911701,40296210,3849,5
JOAO PAULO - CONTABILIDADE GERAL,19951013,6920601,45936000,3741,1
JOAO PAULO II,20060526,9430800,41515312,3849,5
JOB ELETRICA INSTALACOES,20070327,9511800,48700000,3909,1
JOCAF,20040806,4742300,42850000,3087,1
JOCERP,20080606,4744099,48750000,3823,3
JOCI MAGAZINE,19990903,4755502,44200000,3871,1
JOCRIS COMERCIO E REPRESENTACOES,19880520,8888888,42809320,3413,1
JOEARTE,20011203,4744001,40450600,3849,1
JOELI REPRESENTACOES,19971114,4613300,43700000,3913,1
JOELIO REPRESENTACOES,20050331,4618499,44053816,3515,1
JOELMA MODAS,20051128,4781400,44550000,3881,1
JOELMA MORENO,20000920,9313100,42839456,3413,1
JOG INFORMATICA,20040512,4751201,41710000,3849,1
JOHNREGIS,19920731,4643501,40275236,3849,5
JOIA ESTOFADOS,20040325,3101200,44695000,3083,1
JOLICAR,19951214,4530703,42850000,3087,1
JOMAPEL EMBALAGENS,19950925,4618499,46100000,3391,1
JOMAR DISTRIBUIDORA,20080122,4772500,45608204,3597,1
JON ASSISTENCIA TECNICA E APOIO ADMINISTRATIVO,20100915,8219999,46140000,3691,1
JONAS PNEUS,20120410,4530705,44190000,3875,1
JONCAR VEICULOS,20030717,4511102,45000240,3965,3
JOPEAL,19861211,4744099,46765000,3787,1
JORGE TADEU REPRESENTACOES,20060201,8299799,44032050,3515,1
JORGINHO FLORES,20071011,4789002,40300680,3849,1
JORMARY,19860502,1091101,45608830,3597,1
JORNAL ACONTECE,20040415,5811500,45810000,3807,5
JORRARA CALCADOS E ACESSORIOS,20030821,4781400,44320000,3463,1
JOSE AUREO MAGAZINE,20011001,4754701,46765000,3787,1
JOSE DE ARAUJO,20100722,4322301,41120330,3849,1
JOSE EDUARDO SANTANA RIOS E CIA,20100604,210108,48150000,3767,5
JOSE ELISEU DA MOTA FERREIRA ME,20080213,4754701,48700000,3909,1
JOSE FERREIRA LIMA,20060529,9430800,44775000,3091,5
JOSE GERONIMO CARNEIRO VESTUARIO,19730104,4781400,44015904,3515,1
JOSE LEANDRO DE MORAIS,19970225,4784900,48601190,3781,3
JOSE MESSIAS DO NASCIMENTO DE JEREMOABO,19990708,4744001,48540000,3663,1
JOSE OSMAR MARCELINO DE SOUZA,20090902,4321500,45051400,3965,1
JOSE REIS SERVICOS,19980327,7490104,41710010,3849,1
JOSE RUBEM SERVICO TRANSPORTE,20061212,4930202,43700000,3913,3
JOSE SARAIVA & ADVOGADOS ASSOCIADOS,19991018,6911701,41820021,3849,3
JOSELENE DESIGN,20140603,9602501,40810600,3849,1
JOSEVAL MOTOS,19911031,4763603,44002192,3515,1
JOSEVANDO DA MOTA OLIVEIRA,20110118,4754701,48700000,3909,1
JOSI ALIMENTOS,20080619,1091101,46430000,3533,1
JOSMAQ,19910626,2862300,44340000,3747,3
JOSY MODAS,20070226,4781400,47803020,3363,1
JOSYLU REPRESENTACOES,20050120,4616800,42700130,3685,1
JOTA CONSTRUCOES,20050704,4330499,48700000,3909,3
JOTA DISTRIBUIDORA DE BEBIDAS,20081125,4723700,45023115,3965,1
JOTA VEICULOS,20051121,4512901,44695000,3083,1
JOTECH INFORMATICA,20090810,4751201,46400000,3403,1
JOVIMAR,19840910,4712100,46430000,3533,1
JOVISEL,19830314,4930201,41315150,3849,1
JOY BYKE,19900809,4712100,48031050,3313,1
JOY QUALITY CORRETORA DE SEGUROS,20080414,6622300,41810700,3849,1
JP ALIMENTOS,20100920,4712100,44470000,3963,1
JP SERAHERIRIO,20110207,2542000,41315000,3849,1
JP TRANSPORTES,20040422,4923002,43700000,3913,1
JP VARIEDADES,20100826,4759899,41195001,3849,1
JP.,19861031,6810201,41820020,3849,5
JPCL,20060804,5229099,44001544,3515,1
JPS,20030723,6822600,45605415,3597,5
JR . COMERIOS E PRODUTOS DIVERSOS,20110622,4789099,41705380,3849,1
JR BOLSAS,20070131,4782202,44190000,3875,1
JR CIMENTO E CIA,20110608,4520006,45606072,3597,1
JR CONFECCOES,20031119,4781400,47350000,3903,1
JR LAVA CAR,20080806,4520005,45700000,3629,1
JR LOCACAO E IMAGENS,20000808,7739003,40276140,3849,1
JR MATERIAL DE CONSTRUCAO,20110110,4744099,45855000,3627,1
JR MOTOS,20080508,4541203,46750000,3739,1
JR MOTOS,20111226,4541206,44540000,3465,1
JR REPRESENTACOES,20010321,4617600,47600000,3377,1
JR REPRESENTACOES,20040628,4617600,40015070,3849,1
JR SANTANA TURISMO,20100413,7990200,40250100,3849,1
JR SEGURANCA ELETRONICA E INFORMATICA,20140513,4759899,43806000,3429,1
JR SERVICOS ELETRICOS,20110819,4321500,40725360,3849,1
JR TRANSPORTES,20001221,4930202,47804340,3363,1
JR USINAGEM,20101209,2539001,44032174,3515,1
JRBA REPRESENTACOES,19931117,4754702,44002300,3515,3
JRJ - GRUPO DE PROFISSIONAIS LTDA,20080903,8650001,40015070,3849,1
JRL FINANCEIRA,20091019,6619399,42700130,3685,5
JRP NEGOCIOS,20030516,7020400,40010010,3849,1
JRV SEGURANCA ELETRONICA,20101118,8020001,41815060,3849,1
JS ARTIGOS PARA PRESENTES,19990806,4755502,44001760,3515,1
JS COMERCIAL,19981229,4712100,45740000,3519,1
JS CONFECCOES,20110704,4781400,44052484,3515,1
JS CONSULTORIA,20070305,7020400,48005410,3313,1
JS ESTOFADOS,20101103,9529105,41235000,3849,1
JS MOVEIS E ELETRODOMESTICOS,20120502,4754701,45430000,3923,3
JS OTICA,20111104,4774100,40060001,3849,1
JS PERFUMARIA,19960129,4772500,48903580,3669,1
JS PROJETOS E SERVIOS ELETRICOS LTDA,20061212,7112000,41810012,3849,1
JS SISTEMAS E SERVICOS,20100712,4321500,48902230,3669,1
JS TRANSPORTES E TURISMO,20111219,7911200,42800510,3413,1
JS VIAGENS,20060920,7990200,47630000,3039,1
JSG PRESTACAO DE SERVICOS,20110103,4330402,40725210,3849,1
JSP AGROPECUARIA,19951017,4789004,45821640,3117,1
JSP CONSTRUTORA,20100609,4120400,41820021,3849,1
JT EMPREENDIMENTOS,20100114,4761003,48780000,3371,1
JU MERCEARIA,20080714,4712100,46800000,3845,1
JUA GUINCHO,19980608,5229002,48900387,3669,1
JUAREZ DA PRESTACAO,20110129,4755502,48700000,3909,1
JUCAR EVENTOS INFANTIS,20100705,5611203,46470000,3829,1
JUCARA CORREIA,20050915,4783101,45055235,3965,1
JUCEL TUR,19951018,7911200,44051714,3515,1
JUCELIA MODAS E VARIEDADES,20090511,4781400,48880000,3861,1
JUCI SALGADOS,20120604,5620104,43700000,3913,1
JUDAN REPRESENTACAO COMERCIAL,19980826,4618499,44830000,3797,1
JUFE REPRESENTACOES,20040311,4619200,44245000,3469,1
JUKIMAR APARELHOS TERAPEUTICOS,20140606,4754702,48603190,3781,1
JULIANA EMBALAGEM,19990709,4761003,45445000,3415,1
JULIANA EMBALAGENS,20071002,4789099,45435000,3647,1
JULIANA MODAS,20110901,4781400,45997055,3993,1
JULIANO REPRESENTACOES,20091216,4617600,46430000,3533,1
JULIO MOTOS,20101118,4541206,47800001,3363,1
JULIO SIMOES,20051214,4930202,42810450,3413,5
JULIO SIMOES LOGISTICA,20010131,4930202,41233010,3849,5
JULY GAS,20100527,4784900,45836000,3613,1
JULY GAS NEW BEE,20090803,4723700,45836000,3613,1
JULY MODAS,20100121,4721104,45607095,3597,1
JULYANE MOVEIS,19990429,4754701,46430000,3533,1
JUMA MATERIAL DE CONSTRUCAO,20010703,4744005,48005135,3313,3
JUMBO,20030127,4744005,45836000,3613,3
JUMP ENTRETENIMENTO,20040818,5911199,41820774,3849,1
JUNINHO CACHOEIRA,20111019,9001902,41706050,3849,1
JUNIOR DISTRIBUIDORA DE BEBIDAS,20120112,5611201,48740000,3467,1
JUNIOR MODAS,20090618,4781400,46190000,3773,1
JUNIOR PECAS PARA VEICULOS,20120314,4530703,45848000,3279,1
JUNIOR POSTO DE LAVAGEM,19970729,9609299,48005135,3313,1
JUNIOR SALON MAN,20100412,9602501,42600000,3293,1
JUNTO CONSULTORIA E SERVICOS,20110419,8599604,43850000,3889,1
JUNTO E MISTURADO,20111118,9602501,48700000,3909,1
JUPARA,19950821,9430800,45651730,3573,5
JUQUINHA DO TRENZINHO,20071002,4763601,44085370,3515,1
JURA GAS,20100205,4784900,45150000,3507,1
JURENE,20080314,4712100,48355000,3337,1
JURIDICA CONTABIL GLOBO,19920626,6920601,45028135,3965,1
JUSAMA MOTORES E FERRAMENTAS,20050620,4672900,47800071,3363,5
JUSAN,20080215,4754701,48500000,3513,1
JV MATERIAIS DE CONSTRUCAO,20071101,4744099,45360000,3711,1
JVJ CONSTRUTORA,20140611,4399103,45900000,3437,1
JW CONSTRUCOES,20051004,4744099,45120000,3357,1
JWAY INFORMATICA,20020605,6209100,42700130,3685,1
JX CONSTRUCOES,20140617,4399103,48907710,3669,1
K & M MATERIAS DE CONSTRUCAO,19990712,4744005,47530000,3765,1
K & M TELECOMUNICACOES,20010625,4221905,45603320,3597,1
K LU MATERIAIS DE CONSTRUCAO,19771117,4744005,47805010,3363,1
K R G ESPORTES,20071019,4763602,48700000,3909,1
K. O. C. LOCACOES,20090127,7739003,45995095,3993,1
K.K REPRESENTACOES,20090202,4613300,44620000,3351,1
K' EVELYN HOMENAGENS STUDIO MARKETING E PRODUCOES,20090515,5920100,45450000,3523,1
K2 LOCACAO DE ANDAIMES E MAQUINAS,20090313,7732202,44245000,3469,1
KABANAS,20101208,4782201,45607070,3597,1
KAIAMBA IMPORTACAO E EXPORTACAO,20061003,151202,45870000,3719,1
KAIQUE MANUTENCAO AUTOMOTIVA DOMICILIAR LTDA.,20010126,4520001,42700130,3685,1
KAIROS DELICATESSEN,20090325,5611203,44003694,3515,1
KAIS PRODUTOS NATURAIS,19891004,4729699,40070055,3849,1
KAJADO'S PRESENTES,19980831,4781400,44003090,3515,1
KAKA CELULARES,20080929,4752100,44090364,3515,1
KAL CABELEIREIRA,20140521,9602501,42843000,3413,1
